countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,group,group2,account_t_d,fiaccount_t_d,mobileaccount_t_d,borrow_any_t_d,fin4_d,dig_acc,fin11_2a,fin11a,fin11b,fin11c,fin11f,fin11d,fin11e,fin14a,fin14b,fin14c,fin14d,fin13_1a,fin13_1b,fin26a,fin26b,fin27a,fin27b,fin17f,fin17a_17a1_d,fin17a,fin17b,fin17c,fin22d,fin22e,fin22a_22a1_22g_d,fin22a,fin22a_1,fin22b,fin22c,fin24sav,fin24fam,fin24work,fin24bor,fin24sell,fin24other,fin24aVD,fin24aSD,fin24aND,fin24aSD_ND,fin24aP,fin24aN,fin24sav_SD_ND,fin24fam_SD_ND,fin24work_SD_ND,fin24bor_SD_ND,fin24sell_SD_ND,fin24other_SD_ND,fin24sav_VD,fin24fam_VD,fin24work_VD,fin24bor_VD,fin24sell_VD,fin24other_VD,fh1,fin28,fh2,fin29,fin31a_31b,fin30,fin31a,fin31b,fin31d,fin32_33_34a,fin32_33_34b,fin32_33_34c,fin32_33_34d,fin32_33_acc,fin32_33,fin32_n33_34a,fin32_n33_34b,fin32_n33_34c,fin32_n33_34d,fin32_n33_acc,fin32_n33,fin32,fin32_acc,fin34a,fin34b,fin34c,fin34d,fin37_38_39a,fin37_38_39b,fin37_38_39c,fin37_38_39d,fin37_38_39_acc,fin37_38,fin37_39a,fin37_39b,fin37_39c,fin37_39d,fin37_39_acc,fin37,fin38_39a,fin38_39b,fin38_39c,fin38_39d,fin38_39_acc,fin38,fin2_t_d,fin42,fin42_acc,fin43a,fin43b,fin43c,fin43d,fin45a,fin45c,fin45d,fin45e,fin45b,fin25e2,fin9b,fin10,fin22g,fin22h,inactive_t_d,fing2p_acc,fing2p_card,fing2p_cash,fing2p_fin,fing2p_mob,fing2p,g20_made,g20_received,g20_any,merchant_pay,save_any_t_d,fin11_1,fin5w,fin5m,fin5lm,fin5n,fin6w,fin6m,fin6lm,fin6n,fin11_0,fin9a,fin17dw,fin17dm,fin17dlm,fin17e,fin7,fin3,fin19,fin20,fin21,fin24ba,fin24bb,fin24bc,fin24bd,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2b,fin25e3w,fin25e3m,fin25e3lm,fin25e4a,fin25e4b,fin25e4c,fin25e4d,fin25e4e,fh2a,fin31c,fin36a,fin36b,fin40a,fin40b,fin36Aa,fin36Ab,fin8,fin13aw,fin13am,fin13alm,fin13an,fin13bw,fin13bm,fin13blm,fin13bn,fin13cw,fin13cm,fin13clm,fin13cn,fin13e,fin13f,fin13f_1,fin15,fin16,fin22f,fin41,fin35,fin44,fh1_fh2,fin28_29,fin31d_s,fin32_n33_34c_s,fin34c_s,fin43c_s,fin32_acc_s,fin34a_s,fin32_33_acc_s,inactive_t_d_s,fing2p_fin_s,fin32_33_34a_s,fin32_n33_acc_s,fin37_39_acc_s,fin37_39c_s,fin31a_31b_s,fin31a_s,fin31b_s,fin32_n33_34a_s,fin37_39a_s,fin34d_s,fin32_33_34d_s,fin32_n33_34d_s,fing2p_card_s,fin37_39d_s,fin42_acc_s,fin32_33_34c_s,fin37_38_39c_s,fin38_39c_s,fing2p_acc_s,fing2p_cash_s,fin37_38_39a_s,fin37_38_39_acc_s,fin38_39a_s,fin38_39_acc_s,fin34b_s,fin32_n33_34b_s,fin43b_s,fin27b_s,fin27a_s,fin22h_s,fin28_29_s,fin28_s,fin29_s,fing2p_mob_s,fin37_38_39d_s,fin37_38_39b_s,fin37_39b_s,fin11_2a_s,fin11b_s,fin11f_s,fin11d_s,fin11e_s,fin9b_s,fin11_1_s,fin5m_s,fin6m_s,fin9a_s,fin5w_s,fin6w_s,fin17dm_s,fin17dlm_s,fin25e3w_s,fin25e3m_s,fin24d1_s,fin14d_s,fin24d2_s,fin11a_s,fin11c_s,fin5lm_s,fin6lm_s,fin17dw_s,fin14c_s,fin13_1a_s,fin13_1b_s,fin13am_s,fin13alm_s,fin13bm_s,fin13blm_s,fin13cm_s,fin13clm_s,fin21_s,fin14b_s,fin13cw_s,fin13f_s,fin14a_s,fin25e3lm_s,fin13aw_s,fin13bw_s,fin24d3_s,fin5n_s,fin6n_s,fin13f_1_s,fin32_33_34b_s,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3a,con3b,con3c,con3d,con3e,con3f,con3g,con4,con5a,con5b,con6,con7,con8,con9a,con9b,con10,con11,con12d,con12w,con12m,con12lm,con13,con14,con15,con16,con17a,con17b,con17c,con17d,con18,con19,con20,con21,con22,con23,internet,con26d,con26w,con26m,con26lm,con27,con28d,con28w,con28m,con28lm,con28n,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32a,con32b,con32c,con32d,con32e,con32f,con32g,con32h,con10_s,con11_s,con12d_s,con14_s,con16_s,con17a_s,con17b_s,con18_s,con19_s,con20_s,con21_s,con26d_s,con27_s,con28m_s,con30a_s,con30b_s,con30c_s,con30d_s,con30e_s,con30f_s,con30g_s,con30h_s,con31a_s,con31b_s,con31f_s,con2a_s,con15_s,con17d_s,con29_s,con31d_s,con31h_s,con32a_s,con3a_s,con4_s,con28d_s,con28w_s,con23_s,con31c_s,con2b_s,con2d_s,con26w_s,con2c_s,con2e_s,con2g_s,con5b_s,con12m_s,con26lm_s,con12w_s,con2f_s,con13_s,con26m_s,con28lm_s,con5a_s,con17c_s,con32h_s
Thailand,THA,2024,60882768.0,East Asia & Pacific (excluding high income),Upper middle income,income,poorest 40%,0.91185615,0.898296238,0.27461158,0.506877331,0.654192096,0.595042341,,,,,,,,,,,,,,0.244924146,0.348770256,0.169349778336588,0.179420477,0.161622302,0.380715228,0.349189928,0.118436572,,,,0.132587653,0.132587653,,0.318467248,,0.120455981,0.410041981,,,0.11707212,,0.370354409,0.302544139,0.122236487,0.424780627,0.79802988,0.2019701201021292,0.078762503,0.244663004,,,,,,0.162484133,,,,,0.248019577,0.184736208,0.316270414,0.224876967,0.246275383,0.645307476,0.154670195,0.234313433,0.383398626,,,,,,,0.10108355,0.068443604,0.173081267,,0.108325378,0.288529306,0.313335772,0.133131844,0.125890016,0.076439524,0.173081267,,0.495498264,,,,0.535668501,0.585496577,0.494819004,,,,0.532346092,0.581834538,,,,,,,0.573010416,0.292893485,,,,0.214605404,,0.173948323,0.189719853,0.387112291,0.157581752,,0.391999102,0.430170733,,,,,0.540908024,,,0.500737788,,0.589282417,0.429803237,0.66226566,0.789948998,0.40626207,0.477968257,,0.074852329,0.428094752,0.242023776,,0.215547247,0.331533465,0.197199182,,,0.354366578,,0.09956241,0.233986586,0.139516093,0.170262004,0.537032099,0.160731847,,,0.268680941,0.23462746,0.112409441,0.250571206,0.158101282,,,,0.306586436,0.519857048,0.170652584,0.128221516,,,,,0.424295126,,,,,0.113151348,0.292989646,0.239192209,,,0.340029542,,,,,,,,,,,,,,,,,,0.186843561,,,0.122066978,0.439320283,0.325206138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.869964085,,,,,,,,,,,,,,,,,,,,,0.815193831,,,0.753794373,0.774522792,,,,,0.577872989,,0.422961461,0.535302749,0.153181332,,,0.516013923,0.437433769,,0.309145274,,0.086314859,0.774338745,0.694084255,,,,0.598676431,,,0.484839686,,,,0.354625286,0.554262954,0.670957024,0.598882917,0.519150168,0.115355295,0.488336168,0.172055145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2024,76663207.0,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.85486253,0.846259492,0.496406088,0.456076331,0.547888145,0.794864227,0.104521647,,,,,,0.101041548,,,,,,,0.601312562,0.605662626,0.474163357,0.131499269,0.265132983,0.557876626,0.537619726,0.121642258,0.109618387,,,,,,0.338566393,,0.294320208,0.359935199,0.29727474,,,,0.097583776,0.386999674,0.490929338,0.877929013,0.981531658,,0.282328443,0.290295802,0.284996785,,,,,0.068578919,,,,,0.210114347,0.152134181,0.227957287,0.153005323,0.437911371,0.612880036,0.343821631,0.422600727,0.17052734,,,,,,,0.458466874,0.268844771,,,0.483046263,0.538750449,0.553927312,0.495388934,0.470809545,0.278132993,,,,,,,,,,,,,,,,,,,,,0.79885201,0.147809307,,,,0.081341554,,0.143472861,0.550289356,0.149240005,,,0.646511643,0.785448816,,,,,,,,,,,0.733395998,0.619701922,0.782115618,0.675277118,0.759649062,,0.160202377,0.517850234,0.156272039,,0.431237156,0.303032304,0.102931122,,,0.778656031,,0.263554851,0.269167988,0.383466568,,0.770536831,0.160087959,,,,0.114096296,0.242616688,0.557341233,,,,,0.349843016,0.208350887097679,0.362340435,0.221011701,,,,,0.169283677,,,,,0.464673543,,,,,0.750856657,,,,,,,,,,,,,,,,,,,,,0.100559208,0.303583324,0.198842196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993615887,,,,,,,,,,,,,,,,,,,,,0.943952281,0.049663606,,0.892453143,0.971330631,,,,,0.904266885,,0.796758095,0.73458994,0.070254919,,0.137848332,0.769328921,0.690034842,,,,,0.965962769,0.935637125,,,,0.755722475,,,0.606875414,,,0.161569411,0.684832734,0.864184238,0.937919504,0.817121591,0.346130824,0.153260315,0.141888659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2024,76663207.0,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.481091971,0.476586702,0.223192959,0.395714639,0.265247718,0.375806228,0.371772647,,,,,,0.261387817,,,,,,,0.235245503,0.247095942,0.143187369,0.103908574,0.106243583,0.275554043,0.270523066,0.069003245,0.088943537,,,,,,0.331817962,,0.234650273,0.527641982,0.176701167,,,,0.2695547,0.461051053,0.23511777,0.696168823,0.984267895,,0.188635423,0.334960979,0.143141361,,,,,0.181281018,,,,,0.134021704,0.04928718,0.233366711,0.065560135,0.160428348,0.532071816,0.149936361,0.126209755,0.370999916,,,,,,,0.159892362,0.072747229,,,0.167255766,0.294667813,0.309446093,0.181390493,0.174027089,0.074183775,,,,,,,,,,,,,,,,,,,,,0.421767389,0.372364895,,,,0.315162961,,0.201745275,0.395611829,0.272132784,,,0.236307699,0.360751234,,,,,,,,,,,0.31129514,0.271385582,0.38588333,0.264817109,0.574636956,,0.04422703,0.228660916,0.163266783,,0.1204844,0.214366473,0.118309712,,,0.378038056,,0.095551701,0.166752593,0.174114209,,0.360676198,0.186369122,,,,0.235549464,0.27763971,0.408494446,,,,,0.143358206,0.244784272,0.097785947,0.097668797,,,,,0.193130327,,,,,0.137954511,,,,,0.332792166,,,,,,,,,,,,,,,,,,,,,0.145499234,0.278625918,0.087581142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953998557,,,,,,,,,,,,,,,,,,,,,0.719767207,0.232801887,,0.835695562,0.891652444,,,,,0.62288443,,0.514776673,0.519358651,0.174374853,,0.103988624,0.506478879,0.412585335,,,,,0.747717482,0.694581649,,,,0.524437643,,,0.390289112,,,0.187308977,0.363472404,0.53398859,0.672032064,0.505483673,0.169923515,0.064027838,0.062068777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,2014,185894322.0,East Asia & Pacific (excluding high income),Lower middle income,age_cat,age 25+,0.363241603,0.361793758,,0.583122325,,,,,,,,,,,,,,,,,,,,,0.277406903,0.277406903,,0.292267049,0.188328888,0.132064273,0.158871484,0.158871484,,0.408485896,,,,,,,,,,,,0.429784488,0.5702155117958082,,,,,,,,,,,,,,,,,,0.705417913,,,0.667553293,,,,,,,,,0.21559756,,,0.262398179,0.31952261,,,,0.240844007,,,,,,,,,,0.159054908,,,0.198118336,,,,,,,0.260650824,0.32868546,,,,0.311213657,,,,,,,,,,,,,,,,,,,0.161636339,0.158701598,0.217499626,,0.709475887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,2014,185894322.0,East Asia & Pacific (excluding high income),Lower middle income,age_cat,ages 15-24,0.351662078,0.351662078,,0.518663954,,,,,,,,,,,,,,,,,,,,,0.225981582,0.225981582,,0.117528129,0.055923355,0.066531547,0.064227781,0.064227781,,0.436347378,,,,,,,,,,,,0.430693412,0.5693065877834409,,,,,,,,,,,,,,,,,,0.244938236,,,0.229924334,,,,,,,,,0.145973119,,,0.181308535,0.200678701,,,,0.156591607,,,,,,,,,,0.073158013,,,0.184338496,,,,,,,0.255396263,0.13092149,,,,0.13092149,,,,,,,,,,,,,,,,,,,0.171629395,0.240126644,0.285835057,,0.63747251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2014,22158615.0,East Asia & Pacific (excluding high income),Upper middle income,age_cat,age 25+,0.821775037,0.821775037,,0.624576931,,,,,,,,,,,,,,,,,,,,,0.343498735,0.343498735,,,,,0.366323993,0.366323993,,0.355628313,,,,,,,,,,,,0.518446931,0.4815530686074334,,,,,,,,,,,,,,,,,0.153021173,0.638148225,0.141106758,,0.470211143,,,,,,,0.225962636,,0.117114027,,0.228018923,0.360808315,0.477672378,0.334551684,0.330944118,,0.126656334,,,,,,,,0.179027308,,,,0.180977056,0.287628348,,,,,,,0.429211013,,,,,,,,,,,,,,0.244075839,0.207643785,,,,,,0.265326796,,,0.47132754,0.516310867,0.643709616,,0.801807535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2014,22158615.0,East Asia & Pacific (excluding high income),Upper middle income,age_cat,ages 15-24,0.761996176,0.761996176,,0.608423259,,,,,,,,,,,,,,,,,,,,,0.320459162,0.320459162,,,,,0.13231108,0.13231108,,0.490887873,,,,,,,,,,,,0.541926171,0.4580738292326943,,,,,,,,,,,,,,,,,0.093082214,0.281407978,0.084733591,,0.176089454,,,,,,,0.189721089,,0.124578369,,0.200415616,0.335150998,0.369791852,0.22878115,0.218086623,,0.130853689,,,,,,,,0.242411418,,,,0.252639571,0.431801531,,,,,,,0.359582302,,,,,,,,,,,,,,0.074908866,0.054986445,,,,,,0.24712704,,,0.409293611,0.502537605,0.573205707,,0.857844135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2014,66911959.0,East Asia & Pacific (excluding high income),Lower middle income,age_cat,age 25+,0.35853776,0.333665777,,0.736725656,,,,,,,,,,,,,,,,,,,,,0.174640606,0.174640606,,,0.319152964,0.163097457,0.166094428,0.166094428,,0.50977579,,,,,,,,,,,,0.512874094,0.487125906,,,,,,,,,,,,,,,,,,0.64195088,,,0.620010704,,,,,,0.122304711,,,0.187729249,,,0.236509265,0.358813976,,,,0.275899095,,,,,,,,,,,,,0.19727536,,,,,,,0.237619332,0.251454866,,,,0.243010184,,,,,,,,,,,,,,,,,,,0.196628789,0.152387313,0.238991549,,0.653795799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2014,66911959.0,East Asia & Pacific (excluding high income),Lower middle income,age_cat,ages 15-24,0.190465717,0.138627148,,0.606960506,,,,,,,,,,,,,,,,,,,,,0.076089413,0.076089413,,,0.201875807,0.062944821,0.029065751,0.029065751,,0.424195736,,,,,,,,,,,,0.517920242,0.482079758,,,,,,,,,,,,,,,,,,0.311487616,,,0.282489092,,,,,,0.070003647,,,0.206634437,,,0.25927119,0.329274837,,,,0.255476976,,,,,,,,,,,,,0.10847591,,,,,,,0.116879147,0.139074563,,,,0.12196754,,,,,,,,,,,,,,,,,,,0.11900928,0.100856137,0.145402549,,0.725911963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2014,4691514.0,High income,High income,age_cat,age 25+,0.970340159,0.970340159,,0.460687344,,,,,,,,,,,,,,,,,,,,,0.476824117,0.476824117,,,,,0.425946409,0.425946409,,,,,,,,,,,,,,0.799460604,0.2005393962130232,,,,,,,,,,,,,,,,,0.450394539,0.604221923,0.442927641,,0.117203735,0.201024674,,,,0.202091463,0.221347386,0.229009936,,,,0.238816325,0.298910506,0.520257892,0.440907789,0.43003461,,,,,,,,,,0.242888705,,,,0.243943987,0.261451903,,,,,,,0.904765469,,,,,,,,,,,,,,0.399025782,0.355008212,,,,,,0.407330805,,,0.867072911,0.682696735,0.914019594,,0.729770064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2014,4691514.0,High income,High income,age_cat,ages 15-24,0.929417797,0.929417797,,0.211124528,,,,,,,,,,,,,,,,,,,,,0.38820316,0.38820316,,,,,0.137087551,0.137087551,,,,,,,,,,,,,,0.736927927,0.2630720727261942,,,,,,,,,,,,,,,,,0.058170896,0.112822795,0.058170896,,0.026248267,0.10839002,,,,0.10839002,0.117107099,0.068357953,,,,0.068357953,0.10859519,0.225702289,0.176747973,0.176747973,,,,,,,,,,0.319384754,,,,0.323701179,0.372337432,,,,,,,0.841425486,,,,,,,,,,,,,,0.129813647,0.102499075,,,,,,0.407668931,,,0.790737595,0.624272839,0.839174359,,0.752734914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2014,56707280.0,East Asia & Pacific (excluding high income),Upper middle income,age_cat,age 25+,0.797637081,0.797637081,,0.543977263,,,,,,,,,,,,,,,,,,,,,0.4261029,0.4261029,,,0.22026703,0.143247277,0.190339411,0.190339411,,0.311968388,,,,,,,,,,,,0.611005732,0.388994267603286,,,,,,,,,,,,,,,,,,0.909966853,,,0.884799266,,,,,,,,,0.1211498,,,0.17148058,0.25076771,,,,0.160745225,,,,,,,,,,0.139007964,,,0.240261009,,,,,,,0.551314658,0.405970969,,,,0.373592626,,,,,,,,,,,,,,,,0.124364242,,,0.219308235,0.267805179,0.371755301,,0.814913899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2014,56707280.0,East Asia & Pacific (excluding high income),Upper middle income,age_cat,ages 15-24,0.705503136,0.705503136,,0.411361228,,,,,,,,,,,,,,,,,,,,,0.312111374,0.312111374,,,0.147051888,0.056212751,0.128913193,0.128913193,,0.307415329,,,,,,,,,,,,0.46438283,0.5356171701246887,,,,,,,,,,,,,,,,,,0.635764302,,,0.591396211,,,,,,,,,0.154973467,,,0.192242545,0.228945758,,,,0.165971082,,,,,,,,,,0.097152466,,,0.160883548,,,,,,,0.529878174,0.192576048,,,,0.147244644,,,,,,,,,,,,,,,,0.065298069,,,0.219667114,0.296979874,0.349075245,,0.759910622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2014,68893679.0,East Asia & Pacific (excluding high income),Lower middle income,age_cat,age 25+,0.290211715,0.289088169,,0.482184939,,,,,,,,,,,,,,,,,,,,,0.154274301,0.154274301,,0.132277787,,,0.237603548,0.237603548,,0.278816639,,,,,,,,,,,,0.678881552,0.3211184484537553,,,,,,,,,,,,,,,,,,0.93339012,,,0.911598692,,,,,,,,,0.13116969,,,0.200887074,0.23215856,,,,0.147479658,,,,,,,,,,,,,,,,,,,,0.2421131,0.287858195,,,,0.281843834,,,,,,,,,,,,,,,,,,,0.095704104,0.141124221,0.179743651,,0.636239051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2014,68893679.0,East Asia & Pacific (excluding high income),Lower middle income,age_cat,ages 15-24,0.374371906,0.374371906,,0.448653423,,,,,,,,,,,,,,,,,,,,,0.118441628,0.118441628,,0.059507369,,,0.051883948,0.051883948,,0.365864232,,,,,,,,,,,,0.668649324,0.3313506760586417,,,,,,,,,,,,,,,,,,0.699513817,,,0.673158456067319,,,,,,,,,0.23811106,,,0.3012071,0.311965726,,,,0.243530865,,,,,,,,,,,,,,,,,,,,0.342165006,0.273845999,,,,0.273845999,,,,,,,,,,,,,,,,,,,0.140300041,0.209180089,0.24118184,,0.621915751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
